uid,name,airline,text,tweet_created,tweet_city,tweet_state,Chosen
681678482,BethMyn,American,"@AmericanAir I can't!!!  No one can't get to ""hold"".  You can't get past the automated reply.  It hangs up on you.  #FRUSTRATED",2/23/2015 8:01,Indianapolis, IN,Not chosen
681678483,reallygilly3,American,@AmericanAir trying to get home is beyond complicated. It's should not be this hard. Students are split up and we will not fly AA ever again,2/23/2015 8:00,Evanston, IL,Not chosen
681678484,hill_tony,American,@AmericanAir is your website down? I haven't been able to check in to my flight all morning.,2/23/2015 7:59,Louisville, KY ,Not chosen
681678485,melisaray,American,@AmericanAir can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?,2/23/2015 7:58,Austin, TX,Not chosen
681678486,yourlocalnyer,American,@AmericanAir how we looking? We going to be able to get out on time? #flight353,2/23/2015 7:55,Dallas, TX,Not chosen
681678488,MO3TVida,American,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,2/23/2015 7:53,Indianapolis, IN,Not chosen
681678489,Rizzilient,American,@AmericanAir - answer the phones.  Trying to change a reservation and haven't been able to get a human to pick up in two days.,2/23/2015 7:53,Indianapolis, IN,Not chosen
681678490,whyemes,American,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset",2/23/2015 7:52,Indianapolis, IN,Not chosen
681678492,StarkJedi,American,@AmericanAir got off the phone w/ rep now flight has disappeared. Locator IRRLCD she said I was rescheduled. Help please.,2/23/2015 7:48,Indianapolis, IN,Not chosen
681678493,cumulusmind,American,@AmericanAir =UNAmerican Airlines just lies and poor customer services...,2/23/2015 7:48,Evanston, IL,Not chosen
681678494,Brittany1golf,American,@AmericanAir thank you,2/23/2015 7:45,Indianapolis, IN,Not chosen
681678496,Bossman1908,American,"@AmericanAir I sent you a DM, can you please help.",2/23/2015 7:44,Liverpool, NY,Not chosen
681678497,LCarrano18,American,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,2/23/2015 7:43,Indianapolis, IN,Not chosen
681678498,chermc56,American,@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.,2/23/2015 7:42,Houston, TX,Not chosen
681678499,nic_tudobem,American,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",2/23/2015 7:42,New York, NY,Not chosen
681678501,ponchodeanda,American,@AmericanAir can you?,2/23/2015 7:41,Portland, OR,Not chosen
681678502,hellodukesy,American,@AmericanAir Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.,2/23/2015 7:41,San Diego, CA,Not chosen
681678503,61jr,American,"@AmericanAir - So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?",2/23/2015 7:40,St. Louis, MO,Not chosen
681678504,nataliadarling,American,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable",2/23/2015 7:40,Los Angeles, CA,Not chosen
681678505,bombadiltiff,American,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?,2/23/2015 7:39,Fort Lauderdale, Fl,Not chosen
681678506,JatinPonia,American,@AmericanAir Please follow me.,2/23/2015 7:38,Indianapolis, IN,Not chosen
681678507,RMauldin,American,@AmericanAir Any way that we could look at other options for today?,2/23/2015 7:37,Tempe, AZ,Not chosen
681678508,_mhertz,American,@AmericanAir you're almost as bad as @united,2/23/2015 7:37,Indianapolis, IN,Not chosen
681678509,MeeestarCoke,American,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N,2/23/2015 7:36,Birmingham, AL,Not chosen
681678510,takingthekids,American,@AmericanAir there is two hour wait,2/23/2015 7:35,New Haven, CT,Not chosen
681678511,takingthekids,American,@AmericanAir can't get thru to anyone on phone,2/23/2015 7:34,New Haven, CT,Not chosen
681678512,nekMom,American,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!",2/23/2015 7:33,Indianapolis, IN,Not chosen
681678513,RMauldin,American,@AmericanAir I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.,2/23/2015 7:32,Tempe, AZ,Not chosen
681678515,MeeestarCoke,American,"@AmericanAir @USAirways ""but I take meds that make me severely dehydrated"" {sigh}",2/23/2015 7:29,Birmingham, AL,Not chosen
681678516,DWK0825,American,"@AmericanAir dm me your email address,  I will tell you my ordeal, then you tell me what you think is fair",2/23/2015 7:28,Indianapolis, IN,Not chosen
681678517,MeeestarCoke,American,@AmericanAir I did set up notifications through AA &amp; Us airways. still nothing,2/23/2015 7:28,Birmingham, AL,Not chosen
681678518,1JENSABA,American,@AmericanAir how can I get travel question answered quickly... Online and calling not helping with this busy day,2/23/2015 7:28,Chicago, IL ,Not chosen
681678520,natemup,American,"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help.",2/23/2015 7:26,Evanston, IL,Not chosen
681678521,dkar84,American,@AmericanAir I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?,2/23/2015 7:24,Redlands, CA,Not chosen
681678523,takingthekids,American,@AmericanAir record locator oaaret got email we couldn't be rebooked but got no notification flight was Cancelled Flightled,2/23/2015 7:24,New Haven, CT,Not chosen
681678524,BF_StarNews,American,@AmericanAir please confirm 2917 from CID-DFW at 11:30 departure will be/is Cancelled Flighted. Don't want to make the hour drive!,2/23/2015 7:24,Plano, TX,Not chosen
681678526,takingthekids,American,@AmericanAir #oaaret is our flight Cancelled Flightled?,2/23/2015 7:23,New Haven, CT,Not chosen
681678527,FooyaBabs,American,@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,2/23/2015 7:22,New York, NY,Not chosen
681678528,takingthekids,American,@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled,2/23/2015 7:22,New Haven, CT,Not chosen
681678529,BethMyn,American,"@AmericanAir it's more than technical problems. #frustrated #answerthephone 
Res. on hold and can't get thru to use a credit to pay for it",2/23/2015 7:21,Indianapolis, IN,Not chosen
681678530,ralphmarple,American,"@AmericanAir good morning, please let me know if I will be able to get those luggage tags.   Tx!",2/23/2015 7:20,Chicago, IL,Not chosen
681678531,EricDoSomeGood,American,"@AmericanAir Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv",2/23/2015 7:19,Portland, OR,Not chosen
681678535,EricDoSomeGood,American,@AmericanAir at gate c11. Your gate agents are turning paying customers away in favor of non revs,2/23/2015 7:16,Portland, OR,Not chosen
681678536,BF_StarNews,American,@AmericanAir the one at 11:30am? My app still shows it as on time!,2/23/2015 7:12,Plano, TX,Not chosen
681678537,lanewood,American,@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.,2/23/2015 7:11,San Francisco, CA,Not chosen
681678538,a_panfalone,American,"@AmericanAir AA2334 Second week in a row delayed, due to mechanical issues. All the sleet outside and yet we're stuck changing a tire",2/23/2015 7:11,Indianapolis, IN,Not chosen
681678540,mdf2377,American,@AmericanAir @Delta @VirginAtlantic I need a vacation from all this ice! http://t.co/45kTsSK18J,2/23/2015 7:09,Tucson, AZ,Not chosen
681678541,ErinTN,American,@AmericanAir keep trying to call to change reservation and you keep hanging up on me,2/23/2015 7:08,Milwaukee, WI ,Not chosen
681678542,SeguineJ,American,@AmericanAir Will do. Appreciate the replies though.,2/23/2015 7:07,Round Rock, TX,Not chosen
681678543,Daphnewayans,American,@AmericanAir although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie,2/23/2015 7:06,Los Angeles, CA,Not chosen
681678546,HaileyUrban,American,@AmericanAir hahahaha! This is crazy! Well here's to another night at the airport!!,2/23/2015 7:02,Indianapolis, IN,Not chosen
681678549,harshdouble,American,@AmericanAir @hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs,2/23/2015 6:59,Indianapolis, IN,Not chosen
681678550,GMFujarski,American,@AmericanAir work would be much better with my lesson plans and music for my classes today.,2/23/2015 6:58,Indianapolis, IN,Not chosen
681678551,ArturoVega67,American,@AmericanAir your call system is a fucking joke,2/23/2015 6:56,Tempe, AZ,Not chosen
681678552,elisakathleen,American,@AmericanAir at LAX &amp; just got off the phone w/reservations. Every flight that'd get me to BOS before 11 am tmrw is apparently unavailable _Ù÷,2/23/2015 6:54,Boston, MA,Not chosen
681678553,pei_u_sun,American,@AmericanAir are you anticipating weather-reLate Flightd Cancelled Flightations for afternoon departures out of AUS today?,2/23/2015 6:53,Indianapolis, IN,Not chosen
681678554,jameswester,American,@AmericanAir No worries. Don't blame you for weather.,2/23/2015 6:52,Detroit, MI,Not chosen
681678555,faisal_tayebjee,American,@AmericanAir You moved us onto 6.55pm but there is availability on 1.50 and 3.30.   No answer on your phone. Have young children.  HELP!,2/23/2015 6:51,Indianapolis, IN,Not chosen
681678558,AlexHumphries,American,@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours,2/23/2015 6:48,Milwaukee, WI ,Not chosen
681678559,McKennon,American,"@AmericanAir Thanks, but that results in missing the conference I'm attending. Are there options to book earlier,or if not,receive a refund?",2/23/2015 6:47,Indianapolis, IN,Not chosen
681678560,urduckcommander,American,@AmericanAir it has been almost 4 hours and I have heard nothing yet from your reservations team. What am I supposed to do?,2/23/2015 6:46,Indianapolis, IN,Not chosen
681678561,oksrocks,American,"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent.",2/23/2015 6:43,Indianapolis, IN,Not chosen
681678562,roblasvegas,American,@AmericanAir 8 hours on the phone yesterday.  Really?  Still doesn't pick up status on US Air flight.,2/23/2015 6:43,Las Vegas, NV,Not chosen
681678563,sindhurella67,American,@AmericanAir I need to be back in Cleveland as early as possible tomorrow,2/23/2015 6:43,Indianapolis, IN,Not chosen
681678564,AlessandroDToro,American,@AmericanAir worst experience ever. @VirginAmerica all the way!,2/23/2015 6:42,Los Angeles, CA,Not chosen
681678566,JigsawLounge,American,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",2/23/2015 6:40,Quincy, MA,Not chosen
681678568,MilesWittBoyer,American,@AmericanAir it's not about the weather. It's about the fact that I can't get ahold of anyone to help. BUT you can tweet me back.,2/23/2015 6:40,Bellevue, WA,Not chosen
681678569,amandajames0610,American,@AmericanAir please message me for assistance - can't get through to anyone.,2/23/2015 6:37,Atlanta, GA,Not chosen
681678570,amandajames0610,American,@AmericanAir - trying to track down backs for two of my attendees #help,2/23/2015 6:36,Atlanta, GA,Not chosen
681678571,AlessandroDToro,American,@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude,2/23/2015 6:35,Los Angeles, CA,Not chosen
681678572,LeLeValentine,American,@AmericanAir how comes no one has answered my calls or emails?,2/23/2015 6:35,Worcester, MA ,Not chosen
681678574,waynebevan,American,"@AmericanAir Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice",2/23/2015 6:34,Indianapolis, IN,Not chosen
681678576,whyemes,American,@AmericanAir does that mean my ktn is not in my reservation?,2/23/2015 6:33,Indianapolis, IN,Not chosen
681678577,elusivegoalie,American,@AmericanAir thanks for responding ... will do!,2/23/2015 6:32,Indianapolis, IN,Not chosen
681678578,Robin_Downing,American,"@AmericanAir Thanks that was done, I just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology",2/23/2015 6:31,Indianapolis, IN,Not chosen
681678579,JanssenMA,American,@AmericanAir  I have still not talked to anyone. You guys should be prepared for these situations. How is this good service? I am so mad!!!,2/23/2015 6:31,Indianapolis, IN,Not chosen
681678582,elisakathleen,American,@AmericanAir I just sent a DM,2/23/2015 6:28,Boston, MA,Not chosen
681678583,dms0218,American,@AmericanAir @Eleonora7 good luck I've been waiting a week,2/23/2015 6:27,Boston, MA,Not chosen
681678584,themaxologist,American,@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn,2/23/2015 6:27,Indianapolis, IN,Not chosen
681678585,RLDelahunty,American,"@AmericanAir that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?",2/23/2015 6:24,Logan,UT,Not chosen
681678586,Mj_Effects,American,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ‰Ïö•ü brand http://t.co/XHSUUpHeZe,2/23/2015 6:23,Louisville, KY ,Not chosen
681678587,ArtieFitchie,American,"@AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love...",2/23/2015 6:23,Louisville, KY ,Not chosen
681678588,jameswester,American,@AmericanAir Thanks. Took care of it. Issue was IVR was unclear and took too long to get a call-back option. Would love to see that fixed.,2/23/2015 6:22,Detroit, MI,Not chosen
681678589,rac22582,American,@AmericanAir thank you so much that helps a lot.,2/23/2015 6:22,Indianapolis, IN,Not chosen
681678590,larrylarry,American,"@AmericanAir I understand that, but I'm not even being put on hold - it says ""try again Late Flightr, goodbye"".",2/23/2015 6:22,Tempe, AZ,Not chosen
681678591,AlessandroDToro,American,@AmericanAir I do not need an apology. I need you to fix it in a competent manner.,2/23/2015 6:22,Los Angeles, CA,Not chosen
681678592,paulboomer,American,@AmericanAir I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.,2/23/2015 6:22,Columbus, OH,Not chosen
681678593,sindhurella67,American,@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!,2/23/2015 6:21,Indianapolis, IN,Not chosen
681678594,randomeshwar,American,@AmericanAir Filed a PIR with an agent at Indianapolis airport. Unable to pull up information online on your site. Have DMed details.,2/23/2015 6:21,Indianapolis, IN,Not chosen
681678597,KenMiller5,American,"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",2/23/2015 6:18,Chicago, IL,Not chosen
681678598,SFaldon_Sports,American,@AmericanAir But you called me - and hung up.,2/23/2015 6:17,Fort Lauderdale, Fl,Not chosen
681678599,letallec89,American,@AmericanAir thank you!,2/23/2015 6:16,Indianapolis, IN,Not chosen
681678601,stephenmartino,American,"@AmericanAir Fine. Would you have them call me? I left a message, was told it would be 2 hours for a call. Haven't heard anything yet.",2/23/2015 6:15,Baltimore, MD,Not chosen
681678602,coyj1622,American,"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!",2/23/2015 6:14,Pittsburgh, PA,Not chosen
681678604,dashoflovely,American,@AmericanAir I put a call back in at 1AM and still nothing at 8AM. You think you might get back to me?,2/23/2015 6:12,New York, NY ,Not chosen
681678605,flyneverdies,American,@AmericanAir is there anyone online that can help... the flight leaves in 3 hrs,2/23/2015 6:08,Burlington, MA,Not chosen
681678606,chrisjennison,American,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.,2/23/2015 6:05,Los Angeles, CA,Not chosen
681678607,BurkhalterTrvl,American,@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.,2/23/2015 6:03,Quincy, MA,Not chosen
681678608,roblasvegas,American,@AmericanAir I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off,2/23/2015 6:03,Las Vegas, NV,Not chosen
681678610,HaileyUrban,American,@AmericanAir is there any way you could put me up in a hotel for the night?? If not I'm having to sleep at the airport again tonight.,2/23/2015 5:59,Las Vegas, NV,Not chosen
681678611,MackShultz,American,"@AmericanAir @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked.",2/23/2015 5:59,Seattle, WA,Not chosen
681678612,RMauldin,American,.@AmericanAir @C2Next Would be great to get some help too! I've been trying since last night to get through.,2/23/2015 5:57,Tempe, AZ,Not chosen
681678613,jmariecastillo,American,"@AmericanAir Telling frustrated customers ""we are super busy, please call back Late Flightr kthxbai"" and then hanging up is not the best practice.",2/23/2015 5:56,Las Vegas, NV,Not chosen
681678614,Jhosa_M,American,@AmericanAir But when becomes about get money from the passengers are very strict but don't have ANY feedback as a reward,2/23/2015 5:56,Allen, TX,Not chosen
681678615,Jhosa_M,American,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,2/23/2015 5:55,Allen, TX,Not chosen
681678616,Jhosa_M,American,@AmericanAir Still waiting news about my bags 48hrs already happened and this company don't give to the passengers any certain information,2/23/2015 5:54,Allen, TX,Not chosen
681678619,letallec89,American,@AmericanAir do you know if there is wifi on this flight? If so how much is it? Thank you :-),2/23/2015 5:52,Las Vegas, NV,Not chosen
681678620,dwburrell,American,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!,2/23/2015 5:52,Fort Worth, TX,Not chosen
681678621,MilesWittBoyer,American,@AmericanAir requested a call back at 1am. My Cancelled Flighted flight through DFW shouldn't take this long to reroute. You're Customer Service lacks,2/23/2015 5:51,Bellevue, WA,Not chosen
681678622,JigsawLounge,American,@AmericanAir will you review your systems re notification? The website and telephone systems you have in place are clearly inadequate.,2/23/2015 5:51,Quincy, MA,Not chosen
681678623,ronlieber,American,@AmericanAir Why not sell MCE during post door-close shuffle in same way u sell drinks/snacks? People on my flight self-upgraded w/o paying.,2/23/2015 5:50,Brooklyn, NY,Not chosen
681678624,Bardi_toto,American,@AmericanAir Will 2396 be Cancelled Flightled tonight?,2/23/2015 5:46,Great Barrington, MA,Not chosen
681678625,CassVinograd,American,"@AmericanAir Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh, and then seat was broken. #worst",2/23/2015 5:46,Las Vegas, NV,Not chosen
681678628,Robin_Downing,American,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?,2/23/2015 5:43,Las Vegas, NV,Not chosen
681678629,polpastor21,American,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? _Ù÷ÜI love the company!",2/23/2015 5:41,Las Vegas, NV,Not chosen
681678630,RMauldin,American,@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,2/23/2015 5:41,Tempe, AZ,Not chosen
681678631,derekc21,American,"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic .",2/23/2015 5:39,Indianapolis, IN,Not chosen
681678632,Davitossss,American,@AmericanAir now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job,2/23/2015 5:39,Las Vegas, NV,Not chosen
681678634,teague_ryan,American,@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!,2/23/2015 5:36,Quincy, MA,Not chosen
681678635,bartellpeter,American,@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke,2/23/2015 5:35,Las Vegas, NV,Not chosen
681678637,ra1der7581,American,@AmericanAir 2days 2plains 2fails,2/23/2015 5:32,Alexandria, VA,Not chosen
681678640,sindhurella67,American,"@AmericanAir My flight 1108 was Cancelled Flightled. I need to be rebooked, and I can't do it online and they aren't answering calls. Help!",2/23/2015 5:31,Las Vegas, NV,Not chosen
681678641,RLDelahunty,American,@AmericanAir I filled out that whole form before receiving a poor poor response. Is there no direct email address in reply?,2/23/2015 5:31,Logan,UT,Not chosen
681678642,ArtieFitchie,American,"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics...",2/23/2015 5:30,Louisville, KY ,Not chosen
681678643,Huedaddy10,American,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!,2/23/2015 5:28,Louisville, KY ,Not chosen
681678644,whyemes,American,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,2/23/2015 5:26,Las Vegas, NV,Not chosen
681678648,theseanodell,American,@malhoit at least you got a response from @AmericanAir via Twitter. I went 0 for 2 yesterday.,2/23/2015 5:24,Tempe, AZ,Not chosen
681678649,Rom55Weber,American,"@AmericanAir I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off""",2/23/2015 5:23,Las Vegas, NV,Not chosen
681678650,ikeNball,American,@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned,2/23/2015 5:22,Louisville, KY ,Not chosen
681678651,sfty1intx,American,@AmericanAir would also like say kind move on adding the points !,2/23/2015 5:21,Las Vegas, NV,Not chosen
681678652,melaine_cre,American,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",2/23/2015 5:18,Round Rock, TX,Not chosen
681678653,JoshSeefried,American,@AmericanAir wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass,2/23/2015 5:14,Las Vegas, NV,Not chosen
681678654,melaine_cre,American,"@AmericanAir all right, but can you give me an email to write to ?",2/23/2015 5:14,Round Rock, TX,Not chosen
681678655,Beach_Girl7,American,@AmericanAir is DFW accepting any arrivals or departures today?,2/23/2015 5:12,Bellevue, WA,Not chosen
681678656,ronlieber,American,"@AmericanAir Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?",2/23/2015 5:12,Brooklyn, NY,Not chosen
681678657,AminahAMajeed,American,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back,2/23/2015 5:11,New York, NY,Not chosen
681678658,HaileyUrban,American,@AmericanAir a confirmed flight. I'm so done! Thanks for nothing!,2/23/2015 5:11,Las Vegas, NV,Not chosen
681678659,Flora_Lola_NYC,American,@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,2/23/2015 5:10,Las Vegas, NV,Not chosen
681678660,jono_1984,American,"@AmericanAir Sorry, what equipment? Have the passengers been allowed to return to the plane?",2/23/2015 5:09,Hershey, PA,Not chosen
681678661,LisaMitchL,American,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,2/23/2015 5:08,Indianapolis, IN,Not chosen
681678662,HaileyUrban,American,@AmericanAir no email no phone call no nothing. You've screwed with my flight and my family/Friends flights. You Cancelled Flighted reservations for,2/23/2015 5:08,Las Vegas, NV,Not chosen
681678663,stephenmartino,American,"@AmericanAir If you care, could you have someone call me to explain what is going on.",2/23/2015 5:07,Baltimore, MD,Not chosen
681678664,SFaldon_Sports,American,Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!,2/23/2015 5:07,Fort Lauderdale, Fl,Not chosen
681678665,HaileyUrban,American,@AmericanAir from a service rep but that hasn't happened yet. I'm honestly fed up and sick of this. No notice when my flight got Cancelled Flighted,2/23/2015 5:05,Las Vegas, NV,Not chosen
681678669,C2Next,American,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?,2/23/2015 5:00,St. Louis, MO,Not chosen
681678670,chermc56,American,"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool",2/23/2015 5:00,Houston, TX,Not chosen
681678671,bradleywilson09,American,@AmericanAir  @SouthwestAir  ‰ÛÓ Y'all will like this one. http://t.co/hF8aJZ4ffl,2/23/2015 4:59,Washington, D.C. ,Not chosen
681678672,LeslieWolfson,American,@AmericanAir Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD,2/23/2015 4:59,Louisville, KY ,Not chosen
681678673,EaglesJade,American,@AmericanAir stranded in Miami because your automated system keeps hanging up on me for two days. Help !,2/23/2015 4:58,Las Vegas, NV,Not chosen
681678675,mwangbickler,American,"‰ÛÏ@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?‰Û -got call back after 10 hours. Bad.",2/23/2015 4:57,Milwaukee, WI ,Not chosen
681678676,melaine_cre,American,"@AmericanAir I'm trying to register since 12:00,don't want to be separated from my brother during the15hours flight!There're few places left",2/23/2015 4:56,Round Rock, TX,Not chosen
681678677,wordnerd153,American,@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!,2/23/2015 4:56,Bellevue, WA,Not chosen
681678679,flemmingerin,American,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.,2/23/2015 4:54,San Diego, CA,Not chosen
681678680,rpstranslations,American,@AmericanAir I am still waiting for that call back. Stranded and no one to talk to,2/23/2015 4:52,Chicago, IL,Not chosen
681678684,Active_Aly,American,"@AmericanAir @Active_Aly thx. We have already been on the iberia website, and seat reservation is unavailable. Hopefully we can call them.",2/23/2015 4:48,Logan,UT,Not chosen
681678686,RMauldin,American,.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.,2/23/2015 4:47,Tempe, AZ,Not chosen
681678687,unclesahm,American,@AmericanAir why is there only one checkpoint open at JFK terminal 8? Ridiculous.,2/23/2015 4:42,Kansas City, MO,Not chosen
681678688,ih8ms,American,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.,2/23/2015 4:41,Las Vegas, NV,Not chosen
681678689,thelyandre,American,@AmericanAir.If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it.#AmericanAirlines,2/23/2015 4:40,Brooklyn, NY,Not chosen
681678691,McKennon,American,@AmericanAir QSVGRU when would the next flight arrive?,2/23/2015 4:39,Las Vegas, NV,Not chosen
681678692,TomGasparetti,American,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether,2/23/2015 4:38,Las Vegas, NV,Not chosen
681678694,thelyandre,American,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines,2/23/2015 4:37,Brooklyn, NY,Not chosen
681678695,mjsorci,American,"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering",2/23/2015 4:36,Las Vegas, NV,Not chosen
681678699,MurphyJulie,American,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???,2/23/2015 4:34,Las Vegas, NV,Not chosen
681678700,mjsorci,American,"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u",2/23/2015 4:33,Las Vegas, NV,Not chosen
681678701,Precious_Here,American,@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer,2/23/2015 4:32,Indianapolis, IN,Not chosen
681678702,thelyandre,American,@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.,2/23/2015 4:32,Brooklyn, NY,Not chosen
681678703,thelyandre,American,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!,2/23/2015 4:29,Brooklyn, NY,Not chosen
681678704,JoshSeefried,American,@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.,2/23/2015 4:29,Las Vegas, NV,Not chosen
681678705,bugmeyer,American,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.,2/23/2015 4:27,Chicago, IL,Not chosen
681678706,LeslieWolfson,American,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help",2/23/2015 4:26,Louisville, KY ,Not chosen
681678707,coreyteague,American,"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back",2/23/2015 4:26,Quincy, MA,Not chosen
